symptom,disease,source_record_id,frequency
swollen belly (abdomen): in young women and girls,ovarian germ cell tumour,1695,3
a bloated abdomen may develop,ovarian germ cell tumour,1695,3
with or without weight gain in other areas of the body,ovarian germ cell tumour,1695,3
nausea or difficulty eating,ovarian germ cell tumour,1695,3
changes in bowel habits (constipation),ovarian germ cell tumour,1695,3
irregular vaginal bleeding: this is a less common symptom of germ cell tumors. sometimes,ovarian germ cell tumour,1695,3
individuals with these tumors mistake vaginal bleeding for their regular menstrual cycle. however,ovarian germ cell tumour,1695,3
bleeding that results from an ovarian germ cell tumor is not the same as bleeding during menstruation. older women may experience bleeding after menopause,ovarian germ cell tumour,1695,3
signs and symptoms of pheochromocytomas often include: high blood pressure,pheochromocytoma,1696,1
headache,pheochromocytoma,1696,1
heavy sweating,pheochromocytoma,1696,1
rapid heartbeat,pheochromocytoma,1696,1
tremors,pheochromocytoma,1696,1
pallor,pheochromocytoma,1696,1
shortness of breath,pheochromocytoma,1696,1
panic attack-type symptoms. less common signs or symptoms may include: anxiety or sense of doom,pheochromocytoma,1696,1
blurry vision,pheochromocytoma,1696,1
constipation,pheochromocytoma,1696,1
weight loss,pheochromocytoma,1696,1
symptoms of acute lymphoblastic leukaemia (all) are not always obvious at first and can be similar to other conditions. they usually appear quite quickly over a few weeks. the main symptoms include feeling tired or weak,relapsed acute lymphoblastic leukemia (all),1697,1
bleeding or bruising easily or for no reason,relapsed acute lymphoblastic leukemia (all),1697,1
looking more pale than usual,relapsed acute lymphoblastic leukemia (all),1697,1
getting ill a lot or taking longer than usual to recover from illnesses,relapsed acute lymphoblastic leukemia (all),1697,1
fever,relapsed acute lymphoblastic leukemia (all),1697,1
swollen glands (usually in the neck,relapsed acute lymphoblastic leukemia (all),1697,1
armpits,relapsed acute lymphoblastic leukemia (all),1697,1
and groin),relapsed acute lymphoblastic leukemia (all),1697,1
pain in the bones or joints,relapsed acute lymphoblastic leukemia (all),1697,1
loss of appetite or losing weight without trying,relapsed acute lymphoblastic leukemia (all),1697,1
shortness of breath,relapsed acute lymphoblastic leukemia (all),1697,1
a swollen tummy – your tummy may feel painful,relapsed acute lymphoblastic leukemia (all),1697,1
uncomfortable,relapsed acute lymphoblastic leukemia (all),1697,1
or full. less common symptoms include a headache,relapsed acute lymphoblastic leukemia (all),1697,1
being sick,relapsed acute lymphoblastic leukemia (all),1697,1
blurred vision,relapsed acute lymphoblastic leukemia (all),1697,1
fits (seizures),relapsed acute lymphoblastic leukemia (all),1697,1
a cough,relapsed acute lymphoblastic leukemia (all),1697,1
a swollen and red face,relapsed acute lymphoblastic leukemia (all),1697,1
neck,relapsed acute lymphoblastic leukemia (all),1697,1
arms,relapsed acute lymphoblastic leukemia (all),1697,1
or hands – the redness may be harder to see on brown and black skin,relapsed acute lymphoblastic leukemia (all),1697,1
swollen veins in the neck or chest,relapsed acute lymphoblastic leukemia (all),1697,1
symptoms of retinoblastoma (eye cancer in children): often,retinoblastoma,1698,1
doctors find retinoblastoma on a routine well-baby examination. most often,retinoblastoma,1698,1
however,retinoblastoma,1698,1
parents notice symptoms such as: white (leukocoria) or red pupil instead of the normal black,retinoblastoma,1698,1
misaligned eyes (strabismus) looking toward the ear or nose,retinoblastoma,1698,1
reddened,retinoblastoma,1698,1
painful eye,retinoblastoma,1698,1
enlarged pupil,retinoblastoma,1698,1
different-colored irises,retinoblastoma,1698,1
poor vision,retinoblastoma,1698,1
the most common symptom is a lump or swelling. other symptoms will depend on the part of the body that’s affected by the rhabdomyosarcoma: a tumour in the head or neck area can sometimes cause a blockage (obstruction) and discharge from the nose or throat,rhabdomyosarcomas,1699,1
occasionally,rhabdomyosarcomas,1699,1
an eye may appear swollen and protruding,rhabdomyosarcomas,1699,1
a tumour in the abdomen (tummy) can cause pain or discomfort in the abdomen and difficulty going to the toilet (constipation),rhabdomyosarcomas,1699,1
a tumour in the bladder may cause symptoms such as blood in the urine and difficulty passing urine (peeing),rhabdomyosarcomas,1699,1
nearly 25 percent of lung cancer cases do not produce any symptoms. however,small cell lung cancer (sclc),1700,1
symptoms of sclc,small cell lung cancer (sclc),1700,1
which are also common to all lung cancers,small cell lung cancer (sclc),1700,1
include the following: a cough that doesn’t go away or gets worse over time,small cell lung cancer (sclc),1700,1
coughing up blood,small cell lung cancer (sclc),1700,1
chest pain or discomfort,small cell lung cancer (sclc),1700,1
trouble breathing,small cell lung cancer (sclc),1700,1
wheezing,small cell lung cancer (sclc),1700,1
hoarseness,small cell lung cancer (sclc),1700,1
loss of appetite,small cell lung cancer (sclc),1700,1
weight loss for no reason,small cell lung cancer (sclc),1700,1
fatigue,small cell lung cancer (sclc),1700,1
trouble swallowing,small cell lung cancer (sclc),1700,1
swelling in the face and/or veins in the neck,small cell lung cancer (sclc),1700,1
signs and symptoms of wilms tumor: wilms tumor is characterized by: abdominal swelling,wilms' tumor,1701,1
often toward one side,wilms' tumor,1701,1
fever,wilms' tumor,1701,1
abdominal pain,wilms' tumor,1701,1
constipation,wilms' tumor,1701,1
high blood pressure (hypertension),wilms' tumor,1701,1
large swollen veins across the abdomen,wilms' tumor,1701,1
blood in the urine (hematuria),wilms' tumor,1701,1
fatigue,wilms' tumor,1701,1
loss of appetite,wilms' tumor,1701,1
weight loss,wilms' tumor,1701,1
frequent urinary tract infections,wilms' tumor,1701,1
people with thymoma or thymic carcinoma may experience the following symptoms or signs. symptoms are changes that you can feel in your body. signs are changes in something measured,advanced thymoma,1702,2
like by taking your blood pressure or doing a lab test. together,advanced thymoma,1702,2
symptoms and signs can help describe a medical problem. sometimes,advanced thymoma,1702,2
people with thymoma or thymic carcinoma do not have any of the symptoms and signs described below. or,advanced thymoma,1702,2
the cause of a symptom or sign may be a medical condition that is not cancer. persistent cough,advanced thymoma,1702,2
shortness of breath,advanced thymoma,1702,2
pain or pressure in the chest,advanced thymoma,1702,2
muscle weakness,advanced thymoma,1702,2
drooping eyelids,advanced thymoma,1702,2
double vision,advanced thymoma,1702,2
arm or facial swelling,advanced thymoma,1702,2
difficulty swallowing,advanced thymoma,1702,2
anemia which is a low red blood cell count,advanced thymoma,1702,2
frequent infections,advanced thymoma,1702,2
fatigue,advanced thymoma,1702,2
dizziness,advanced thymoma,1702,2
the platelet level in blood ranges from 150,immune thrombocytopenia (itp),1703,3
000 to 400,immune thrombocytopenia (itp),1703,3
000 per ml (150-400 x 10^9/l). individuals with itp might have a platelet count of 20,immune thrombocytopenia (itp),1703,3
000 (20 x 10^9/l) or lower. mild itp often lacks symptoms,immune thrombocytopenia (itp),1703,3
but severe drops in platelet count can lead to increased bruising or bleeding,immune thrombocytopenia (itp),1703,3
including easily bruising skin,immune thrombocytopenia (itp),1703,3
non-blanching rash of small red dots (petechiae),immune thrombocytopenia (itp),1703,3
bleeding from various areas,immune thrombocytopenia (itp),1703,3
bleeding gums,immune thrombocytopenia (itp),1703,3
slow-stopping nosebleeds,immune thrombocytopenia (itp),1703,3
internal bleeding,immune thrombocytopenia (itp),1703,3
and extended or heavy menstrual periods. fatigue is common in itp,immune thrombocytopenia (itp),1703,3
although it's unclear why since platelets aren't linked to energy maintenance,immune thrombocytopenia (itp),1703,3
non-small cell lung cancer (nsclc) often presents at an advanced stage and can result in a significant symptomatic burden,locally advanced non-small cell lung cancer,1704,2
with many patients experiencing symptoms such as pain,locally advanced non-small cell lung cancer,1704,2
hemoptysis,locally advanced non-small cell lung cancer,1704,2
shortness of breath,locally advanced non-small cell lung cancer,1704,2
cough,locally advanced non-small cell lung cancer,1704,2
decreased appetite,locally advanced non-small cell lung cancer,1704,2
weight loss,locally advanced non-small cell lung cancer,1704,2
and depression. additionally,locally advanced non-small cell lung cancer,1704,2
symptomatic lung metastases to the brain,locally advanced non-small cell lung cancer,1704,2
adrenal glands,locally advanced non-small cell lung cancer,1704,2
and liver,locally advanced non-small cell lung cancer,1704,2
or compression/impingement on the spinal cord or nerve roots,locally advanced non-small cell lung cancer,1704,2
can further contribute to patient symptoms,locally advanced non-small cell lung cancer,1704,2
fatigue,metastatic cervical cancer,1705,3
griping pain in your tummy (abdomen),metastatic cervical cancer,1705,3
feeling bloated,metastatic cervical cancer,1705,3
constipation,metastatic cervical cancer,1705,3
vomiting large amounts. it might not mean that you have advanced cancer if you have these symptoms. they can be caused by other conditions. tell your doctor or specialist nurse if you're worried about a symptom or if it continues for more than a few days,metastatic cervical cancer,1705,3
the most common places for cervical cancer to spread are to the lymph nodes,metastatic cervical cancer,1705,3
liver,metastatic cervical cancer,1705,3
lungs,metastatic cervical cancer,1705,3
and bones,metastatic cervical cancer,1705,3
symptoms if cancer has spread to the lymph nodes:,metastatic cervical cancer,1705,3
lymph nodes are part of a system of tubes and glands in the body that filters body fluids and fights infection. the most common symptom that happens when cancer spreads to the lymph nodes is that they feel hard or swollen. cervical cancer can spread to lymph nodes in the area between the hip bones (pelvis). cancer cells can also stop lymph fluid from draining away. this might lead to swelling in your legs due to fluid build-up. the swelling is called lymphedema,metastatic cervical cancer,1705,3
symptoms if cancer has spread to the liver:,metastatic cervical cancer,1705,3
you might have any of these symptoms if the cancer has spread to your liver: discomfort or pain on the right side of your abdomen,metastatic cervical cancer,1705,3
nausea,metastatic cervical cancer,1705,3
poor appetite and weight loss,metastatic cervical cancer,1705,3
swollen abdomen (called ascites),metastatic cervical cancer,1705,3
yellowing of the skin (jaundice),metastatic cervical cancer,1705,3
itchy skin,metastatic cervical cancer,1705,3
symptoms if cancer has spread to the lungs:,metastatic cervical cancer,1705,3
you may have any of these symptoms if cancer has spread to your lungs: a cough that doesn’t go away (often worse at night),metastatic cervical cancer,1705,3
shortness of breath,metastatic cervical cancer,1705,3
ongoing chest infections,metastatic cervical cancer,1705,3
coughing up blood,metastatic cervical cancer,1705,3
a buildup of fluid between the chest wall and the lung (a pleural effusion),metastatic cervical cancer,1705,3
symptoms if cancer has spread to the bones:,metastatic cervical cancer,1705,3
cervical cancer may spread to the bones. the most common symptom if cancer has spread to the bone is bone pain. it is usually there most of the time and wakes you up at night. it can be a dull ache or stabbing pain. your bones might also become weaker and more likely to break (fracture). having bone pain does not mean that your cancer has definitely spread to the bones. there may be other reasons for your bone pain. speak to your doctor or nurse if you are worried,metastatic cervical cancer,1705,3
non-small cell lung cancer is the most common type of lung cancer. in addition to typical lung cancer symptoms,metastatic non-small cell lung cancer,1706,4
you may also experience bone pain,metastatic non-small cell lung cancer,1706,4
painful or difficult breathing. non-small cell lung cancer symptoms often come on slowly. as these tumors grow and spread to other parts of the body (metastasize),metastatic non-small cell lung cancer,1706,4
you may experience symptoms in your head (headaches or seizures),metastatic non-small cell lung cancer,1706,4
limbs (arm or leg numbness),metastatic non-small cell lung cancer,1706,4
